200	"	PA4-G-Unknown-Output.txt"	"	0"
33.73	16.79	-1.08	33.73	16.79	-1.08	0.0
-21.43	7.19	-16.06	-21.43	7.19	-16.06	0.0
-1.27	-7.56	-31.19	-1.27	-7.56	-31.19	0.0
3.84	-8.28	-25.35	3.84	-8.28	-25.35	0.0
17.2	8.95	63.16	17.2	8.95	63.16	0.0
1.93	-11.71	9.34	1.93	-11.71	9.34	0.0
3.46	-4.36	-24.72	3.46	-4.36	-24.72	0.0
30.27	13.25	15.69	30.28	13.25	15.69	0.0
5.97	-9.72	15.94	5.97	-9.72	15.94	0.0
20.05	-10.3	3.88	20.05	-10.3	3.88	0.0
4.8	3.76	-19.6	4.8	3.76	-19.6	0.0
18.41	23.44	17.74	18.41	23.44	17.74	0.0
36.42	1.25	-16.95	36.41	1.25	-16.95	0.0
18.82	10.71	63.08	18.82	10.71	63.07	0.0
34.05	14.73	-15.67	34.06	14.74	-15.67	0.0
-12.03	12.15	16.71	-12.03	12.15	16.71	0.0
-14.12	-4.75	4.85	-14.11	-4.75	4.84	0.0
-4.78	8.62	-14.25	-4.78	8.63	-14.25	0.0
-7.11	12.21	42.59	-7.11	12.21	42.59	0.0
35.07	-2.57	10.38	35.07	-2.57	10.38	0.0
-13.12	-25.04	-11.55	-13.12	-25.04	-11.56	0.0
-4.25	-25.48	-22.86	-4.26	-25.48	-22.86	0.0
0.95	-12.24	4.42	0.95	-12.25	4.42	0.0
-11.12	-24.59	-41.12	-11.12	-24.59	-41.12	0.0
-41.19	-11.7	-15.86	-41.19	-11.7	-15.86	0.0
-2.95	-5.03	-35.74	-2.96	-5.04	-35.74	0.0
-7.81	5.82	-30.89	-7.82	5.82	-30.89	0.0
31.69	-8.89	-13.92	31.69	-8.89	-13.92	0.0
-9.35	5.5	26.36	-9.36	5.5	26.36	0.0
28.06	3.75	-29.91	28.06	3.75	-29.91	0.0
-2.3	-7.39	-37.33	-2.3	-7.39	-37.33	0.0
-31.97	-0.09	-42.9	-31.97	-0.09	-42.91	0.0
-38.17	1.11	-35.71	-38.17	1.11	-35.71	0.0
24.89	3.73	35.26	24.9	3.72	35.27	0.0
0.06	-6.26	50.36	0.06	-6.27	50.36	0.0
-29.04	-23.32	-9.4	-29.04	-23.32	-9.4	0.0
1.94	-6.99	53.76	1.93	-7.0	53.76	0.0
32.94	-6.0	-6.09	32.93	-6.0	-6.09	0.0
22.89	7.41	48.16	22.89	7.41	48.16	0.0
-39.52	-13.59	-38.64	-39.52	-13.59	-38.64	0.0
-13.23	-29.02	-36.37	-13.23	-29.03	-36.38	0.0
